Id,Test,DAM,SIRE,Id.2,animal,Mass,Temp,Time_center,Time_edge,Time_periphery,Time_out,UZ,Dist_OF,Dist_AP,Velo_OF,Velo_AP,Peak_fq,Pulses_p_chip,Time_calling,Chirp_dur,Chirp_rate,Pulse_rate,Call_ampl
AD_CS2_102_114_54,OF,102,114,54,254,332,26,0.2,199.04,0,0.2,28,390.079,NA,1.86748,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_54,OF,102,114,54,254,NA,27,0,11.16,32.24,32.24,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_57,AP,102,114,57,257,NA,27,NA,NA,NA,NA,NA,NA,634.365,NA,3.07109,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_57,AP,102,114,57,257,332,26,NA,NA,NA,NA,NA,NA,645.923,NA,3.1694,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_57,C,102,114,57,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_57,OF,102,114,57,257,336,26,0,210,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_57,OF,102,114,57,257,NA,27,0,197.76,0,0,26,297.864,NA,1.43701,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_62,AP,102,114,62,262,NA,27,NA,NA,NA,NA,NA,NA,496.809,NA,2.43773,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_62,AP,102,114,62,262,577,25,NA,NA,NA,NA,NA,NA,495.227,NA,2.48758,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_62,C,102,114,62,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_62,OF,102,114,62,262,NA,26,0,196.4,0.96,0.96,20,239.167,NA,1.16281,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_62,OF,102,114,62,262,565,25,6.84,175.64,0,6.84,31,263.634,NA,1.30538,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_67,AP,102,114,67,267,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_67,AP,102,114,67,267,521,26,NA,NA,NA,NA,NA,NA,304.502,NA,1.44753,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_67,C,102,114,67,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_67,OF,102,114,67,267,503,25,4.64,175.96,0,4.64,28,246.52,NA,1.18702,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_67,OF,102,114,67,267,NA,27,0,187.04,9,9,24,402.438,NA,2.09254,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_69,AP,102,114,69,269,NA,27,NA,NA,NA,NA,NA,NA,386.171,NA,1.86232,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_69,AP,102,114,69,269,415,25,NA,NA,NA,NA,NA,NA,563.229,NA,2.81953,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_69,C,102,114,69,269,415,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4717.594255,2.032846715,17.35996,0.063357518,15.78344651,32.48733682,0.508371971
AD_CS2_102_114_69,OF,102,114,69,269,NA,27,0,50.16,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_69,OF,102,114,69,269,428,25,3.08,188.4,0,3.08,33,668.536,NA,3.21845,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_73,AP,102,114,73,273,NA,27,NA,NA,NA,NA,NA,NA,201.808,NA,0.955351,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_73,AP,102,114,73,273,396,25,NA,NA,NA,NA,NA,NA,267.401,NA,1.34319,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_73,C,102,114,73,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_73,OF,102,114,73,273,377,26,0,204.16,0,0,20,324.23,NA,1.5594,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_73,OF,102,114,73,273,NA,27,2.04,182.08,13.24,15.28,33,430.779,NA,2.16951,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_76,AP,102,114,76,276,NA,26,NA,NA,NA,NA,NA,NA,1.01142,NA,0.00491841,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_76,AP,102,114,76,276,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_76,C,102,114,76,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_76,OF,102,114,76,276,NA,27,1.12,190.44,9.8,10.92,24,372.499,NA,1.80544,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_76,OF,102,114,76,276,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_81,AP,102,114,81,281,NA,27,NA,NA,NA,NA,NA,NA,386.215,NA,1.88655,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_81,AP,102,114,81,281,364,25,NA,NA,NA,NA,NA,NA,518.569,NA,2.48024,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_81,C,102,114,81,281,364,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,3885.992835,1.939042821,129.99702,0.065489683,15.2695808,29.20124088,0.331599723
AD_CS2_102_114_81,OF,102,114,81,281,363,26,3.48,197.92,0,3.48,28,319.537,NA,1.52976,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_81,OF,102,114,81,281,NA,27,3.92,168.64,13.36,17.28,30,480.452,NA,2.58307,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_83,AP,102,114,83,283,713,26,NA,NA,NA,NA,NA,NA,1.0007,NA,0.00626533,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_83,AP,102,114,83,283,NA,27,NA,NA,NA,NA,NA,NA,383.24,NA,1.83509,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_83,C,102,114,83,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_83,OF,102,114,83,283,565,26,0.44,186.44,0,0.44,29,205.48,NA,0.988264,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_83,OF,102,114,83,283,NA,27,0,197.04,4.92,4.92,23,333.945,NA,1.62583,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_88,AP,102,114,88,288,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_88,AP,102,114,88,288,489,26,NA,NA,NA,NA,NA,NA,485.249,NA,2.30983,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_88,C,102,114,88,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_88,OF,102,114,88,288,435,26,0,200.96,19.2,19.2,17,170.195,NA,0.832169,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_88,OF,102,114,88,288,NA,27,0,204.8,21.04,21.04,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_91,AP,102,114,91,291,NA,27,NA,NA,NA,NA,NA,NA,234.367,NA,1.1099,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_91,AP,102,114,91,291,349,26,NA,NA,NA,NA,NA,NA,380.166,NA,1.80962,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_91,C,102,114,91,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_91,OF,102,114,91,291,NA,27,0,204.76,0,0,20,231.055,NA,1.1147,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_91,OF,102,114,91,291,347,25,7.6,127.48,0,7.6,21,176.478,NA,1.21041,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_93,AP,102,114,93,293,NA,26,NA,NA,NA,NA,NA,NA,351.257,NA,1.70812,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_93,AP,102,114,93,293,312,25,NA,NA,NA,NA,NA,NA,449.085,NA,2.15823,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_93,C,102,114,93,293,312,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4410.65093,1.751879699,41.68945,0.052242419,19.14153341,30.32976966,0.237710276
AD_CS2_102_114_93,OF,102,114,93,293,NA,27,1.68,201.6,0,1.68,29,417.725,NA,1.99563,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_93,OF,102,114,93,293,324,27,0,190.92,19.48,19.48,19,103.588,NA,0.53986,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_95,AP,102,114,95,295,355,26,NA,NA,NA,NA,NA,NA,353.74,NA,1.80369,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_95,AP,102,114,95,295,NA,27,NA,NA,NA,NA,NA,NA,659.009,NA,3.09627,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_95,C,102,114,95,295,355,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,4426.573034,1.711538462,4.13495,0.039759135,25.15145286,36.97595367,0.264707885
AD_CS2_102_114_95,OF,102,114,95,295,380,27,0.36,184.64,0,0.36,25,326.311,NA,1.68828,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_95,OF,102,114,95,295,NA,27,0,206.48,9.92,9.92,20,242.794,NA,1.14117,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_96,AP,102,114,96,296,415,25,NA,NA,NA,NA,NA,NA,378.051,NA,1.31652,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_96,AP,102,114,96,296,NA,27,NA,NA,NA,NA,NA,NA,551.618,NA,2.77474,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_96,C,102,114,96,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_96,OF,102,114,96,296,389,25,0,201.68,0,0,22,329.239,NA,1.58501,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_96,OF,102,114,96,296,NA,26,13.84,161.96,0,13.84,33,500.751,NA,2.32734,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_97,AP,102,114,97,297,588,25,NA,NA,NA,NA,NA,NA,584.901,NA,2.95285,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_97,AP,102,114,97,297,NA,27,NA,NA,NA,NA,NA,NA,926.016,NA,4.40038,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_97,C,102,114,97,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_97,OF,102,114,97,297,NA,26,0,210.04,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_97,OF,102,114,97,297,543,26,0,198.8,0,0,30,675.694,NA,3.17466,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_98,AP,102,114,98,298,NA,27,NA,NA,NA,NA,NA,NA,158.125,NA,0.753405,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_98,AP,102,114,98,298,513,26,NA,NA,NA,NA,NA,NA,337.755,NA,1.65534,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_98,C,102,114,98,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_98,OF,102,114,98,298,510,26,4,175.44,0,4,32,393.64,NA,1.91982,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_102_114_98,OF,102,114,98,298,NA,27,0,205.92,14.96,14.96,2,7.16189,NA,0.0347867,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_100,AP,134,132,100,300,NA,26,NA,NA,NA,NA,NA,NA,422.543,NA,2.04009,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_100,AP,134,132,100,300,508,25,NA,NA,NA,NA,NA,NA,480.782,NA,2.29863,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_100,C,134,132,100,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_100,OF,134,132,100,300,NA,27,0.88,203.08,6.64,7.52,23,260.529,NA,1.2684,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_100,OF,134,132,100,300,440,27,1.24,174.24,8.56,9.8,30,275.968,NA,1.39462,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_102,AP,134,132,102,302,336,26,NA,NA,NA,NA,NA,NA,453.532,NA,2.22189,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_102,AP,134,132,102,302,NA,27,NA,NA,NA,NA,NA,NA,499.025,NA,2.4319,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_102,C,134,132,102,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_102,OF,134,132,102,302,339,26,1.64,172.08,0,1.64,32,531.966,NA,2.61897,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_102,OF,134,132,102,302,NA,27,0,210.28,48.88,48.88,21,283.423,NA,1.32738,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_103,AP,134,132,103,303,NA,27,NA,NA,NA,NA,NA,NA,350.061,NA,1.69079,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_103,AP,134,132,103,303,615,25,NA,NA,NA,NA,NA,NA,481.876,NA,2.31582,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_103,C,134,132,103,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_103,OF,134,132,103,303,616,25,4.88,177.48,0,4.88,31,363.415,NA,1.75529,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_103,OF,134,132,103,303,NA,26,0,180.68,8.2,8.2,26,376.36,NA,1.94965,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_104,AP,134,132,104,304,504,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_104,AP,134,132,104,304,NA,26,NA,NA,NA,NA,NA,NA,569.208,NA,2.78205,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_104,C,134,132,104,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_104,OF,134,132,104,304,NA,27,0,208.44,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_104,OF,134,132,104,304,474,27,5.24,165.88,0,5.24,27,271.676,NA,1.37795,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_105,AP,134,132,105,305,NA,27,NA,NA,NA,NA,NA,NA,238.579,NA,1.13717,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_105,AP,134,132,105,305,271,25,NA,NA,NA,NA,NA,NA,354.198,NA,1.77774,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_105,C,134,132,105,305,271,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4678.255814,1.823321555,18.66356,0.065948975,15.16323788,25.72952201,0.283401449
AD_CS2_134_132_105,OF,134,132,105,305,277,26,14.52,164.6,0,14.52,33,425.03,NA,2.07372,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_105,OF,134,132,105,305,NA,26,2.64,191.08,29.84,32.48,28,422.591,NA,2.08296,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_106,AP,147,143,106,306,548,25,NA,NA,NA,NA,NA,NA,206.851,NA,0.720635,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_106,AP,147,143,106,306,NA,27,NA,NA,NA,NA,NA,NA,278.627,NA,1.34576,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_106,C,147,143,106,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_106,OF,147,143,106,306,NA,26,0,200.76,0,0,18,86.8372,NA,0.413511,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_106,OF,147,143,106,306,515,26,4.92,131.28,0,4.92,30,261.919,NA,1.2636,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_108,AP,147,143,108,308,NA,27,NA,NA,NA,NA,NA,NA,321.39,NA,1.6301,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_108,AP,147,143,108,308,565,25,NA,NA,NA,NA,NA,NA,374.874,NA,1.84886,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_108,C,147,143,108,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_108,OF,147,143,108,308,547,26,15.24,185.56,0,15.24,22,193.694,NA,0.939895,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_108,OF,147,143,108,308,NA,27,16.04,174.56,22.64,38.68,27,207.626,NA,1.00966,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_113,AP,147,143,113,313,NA,27,NA,NA,NA,NA,NA,NA,265.312,NA,1.34077,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_113,AP,147,143,113,313,422,26,NA,NA,NA,NA,NA,NA,330.093,NA,1.61779,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_113,C,147,143,113,313,422,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4599.560284,2.482394366,25.18416,0.08867662,11.27692963,28.76370154,0.395063415
AD_CS2_147_143_113,OF,147,143,113,313,404,26,0,99.4,2.68,2.68,20,136.572,NA,1.31218,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_113,OF,147,143,113,313,NA,26,13.08,168.08,26,39.08,32,325.256,NA,1.57311,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_114,AP,147,143,114,314,NA,27,NA,NA,NA,NA,NA,NA,359.858,NA,1.77585,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_114,AP,147,143,114,314,390,26,NA,NA,NA,NA,NA,NA,373.655,NA,1.88107,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_114,C,147,143,114,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_114,OF,147,143,114,314,388,25,2.56,181.6,0,2.56,30,662.019,NA,3.20125,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_114,OF,147,143,114,314,NA,27,0.92,182.92,2.4,3.32,31,418.832,NA,2.08914,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_115,AP,147,143,115,315,581,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_115,AP,147,143,115,315,NA,27,NA,NA,NA,NA,NA,NA,489.254,NA,2.36858,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_115,C,147,143,115,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_115,OF,147,143,115,315,552,26,5.52,182.44,0,5.52,30,541.738,NA,2.62266,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_115,OF,147,143,115,315,NA,26,8.68,186.72,13,21.68,30,373.289,NA,1.75451,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_122,AP,147,143,122,322,463,25,NA,NA,NA,NA,NA,NA,497.977,NA,2.50139,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_122,AP,147,143,122,322,NA,27,NA,NA,NA,NA,NA,NA,573.468,NA,2.74282,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_122,C,147,143,122,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_122,OF,147,143,122,322,430,26,1.72,191.12,0,1.72,32,557.079,NA,2.72384,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_122,OF,147,143,122,322,NA,26,0,197.36,2.32,2.32,23,294.411,NA,1.39267,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_126,AP,147,143,126,326,NA,27,NA,NA,NA,NA,NA,NA,409.152,NA,1.99625,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_126,AP,147,143,126,326,382,26,NA,NA,NA,NA,NA,NA,471.114,NA,2.3784,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_126,C,147,143,126,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_126,OF,147,143,126,326,382,25,0,209.52,0,0,16,213.24,NA,1.01196,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_126,OF,147,143,126,326,NA,27,1.28,201,0,1.28,27,275.642,NA,1.33573,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_128,AP,147,143,128,328,NA,27,NA,NA,NA,NA,NA,NA,265.689,NA,1.3065,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_128,AP,147,143,128,328,285,26,NA,NA,NA,NA,NA,NA,499.011,NA,2.46255,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_128,C,147,143,128,328,285,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4614.779077,2.047904192,105.70513,0.070329428,14.21879903,29.4805467,0.302563593
AD_CS2_147_143_128,OF,147,143,128,328,NA,27,0,181.84,12.8,12.8,23,204.934,NA,1.02262,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_128,OF,147,143,128,328,300,25,5.56,173.16,62.56,68.12,34,362.378,NA,1.79608,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_129,AP,147,143,129,329,NA,26,NA,NA,NA,NA,NA,NA,224.518,NA,1.08442,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_129,AP,147,143,129,329,793,25,NA,NA,NA,NA,NA,NA,354.036,NA,1.77231,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_129,C,147,143,129,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_129,OF,147,143,129,329,NA,26,3.84,181.96,15.8,19.64,32,253.073,NA,1.19713,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_129,OF,147,143,129,329,729,27,0,192,26.2,26.2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_130,AP,147,143,130,330,NA,27,NA,NA,NA,NA,NA,NA,246.699,NA,1.20083,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_130,AP,147,143,130,330,382,25,NA,NA,NA,NA,NA,NA,396.699,NA,1.92162,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_130,C,147,143,130,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_130,OF,147,143,130,330,369,27,5.04,158.72,1.24,6.28,31,323.262,NA,1.65132,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_130,OF,147,143,130,330,NA,26,36.48,162.64,3.56,40.04,24,204.208,NA,0.970204,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_131,AP,147,143,131,331,NA,27,NA,NA,NA,NA,NA,NA,306.336,NA,1.53783,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_131,AP,147,143,131,331,721,25,NA,NA,NA,NA,NA,NA,431.964,NA,2.13126,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_131,C,147,143,131,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_131,OF,147,143,131,331,709,26,0.84,195.96,0,0.84,26,145.782,NA,0.685969,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_131,OF,147,143,131,331,NA,27,0,207.04,2.52,2.52,20,242.795,NA,1.16504,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_132,AP,147,143,132,332,392,25,NA,NA,NA,NA,NA,NA,292.44,NA,1.40894,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_132,AP,147,143,132,332,NA,27,NA,NA,NA,NA,NA,NA,322.032,NA,1.53788,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_132,C,147,143,132,332,392,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4614.779077,2.047904192,105.70513,0.070329428,14.21879903,29.4805467,0.302563593
AD_CS2_147_143_132,OF,147,143,132,332,394,26,0,199.68,16.24,16.24,22,551.182,NA,2.67098,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_132,OF,147,143,132,332,NA,27,0,205.2,17.32,17.32,20,155.268,NA,0.755049,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_133,AP,147,143,133,333,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_133,AP,147,143,133,333,NA,27,NA,NA,NA,NA,NA,NA,313.103,NA,1.48785,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_133,C,147,143,133,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_133,OF,147,143,133,333,NA,27,1.52,200.68,5.04,6.56,16,142.759,NA,0.694219,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_133,OF,147,143,133,333,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_134,AP,147,143,134,334,383,26,NA,NA,NA,NA,NA,NA,581.504,NA,2.93452,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_134,AP,147,143,134,334,NA,27,NA,NA,NA,NA,NA,NA,704.603,NA,3.40322,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_134,C,147,143,134,334,383,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4610.203636,1.976994968,92.97365,0.066839432,14.96122826,29.3970366,0.288777434
AD_CS2_147_143_134,OF,147,143,134,334,NA,27,0,177.88,11.16,11.16,28,386.91,NA,1.93533,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_134,OF,147,143,134,334,375,27,3.12,181.64,11.16,14.28,25,219.802,NA,1.11078,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_147_143_136,AP,147,143,136,336,649,26,NA,NA,NA,NA,NA,NA,247.08,NA,1.23121,NA,NA,NA,NA,NA,NA,NA
